unix_time,track_id,name,u,v,n_detections
1774586605.572118,70,Tree_884,131.81,204.91,14
1774586605.572118,71,Tree_9,577.72,175.01,14
1774586605.572118,72,Small_House_31,202.21,232.73,14
1774586605.572118,73,Small_House_7,283.23,229.90,14
1774586605.727584,53,Birch_35,248.11,229.69,11
1774586605.727584,39,Birch_37,232.55,229.52,11
1774586605.727584,2,Birch_4,525.97,132.05,11
1774586605.727584,36,Birch_5,593.70,130.32,11
1774586605.727584,64,Car_58,232.25,235.40,11
1774586605.727584,5,Car_59,115.93,227.47,11
1774586605.727584,58,Tree_10,320.00,139.29,11
1774586605.727584,71,Tree_9,577.72,175.01,11
1774586605.727584,69,InstancedFoliageActor_0,239.70,122.09,11
1774586605.727584,72,Small_House_31,202.21,232.73,11
1774586605.727584,70,Medium_House_Prefab_49874,112.13,219.44,11
1774586605.888056,53,Birch_35,248.11,229.69,10
1774586605.888056,39,Birch_36,241.09,229.61,10
1774586605.888056,64,Birch_37,232.55,229.52,10
1774586605.888056,2,Birch_4,525.97,132.05,10
1774586605.888056,36,Birch_5,593.70,130.32,10
1774586605.888056,72,Car_58,232.25,235.40,10
1774586605.888056,5,Car_59,115.93,227.47,10
1774586605.888056,58,Tree_10,320.00,139.29,10
1774586605.888056,71,Tree_9,577.72,175.01,10
1774586605.888056,74,Small_House_31,202.21,232.73,10
1774586606.043460,53,Birch_35,248.11,229.69,14
1774586606.043460,39,Birch_36,241.09,229.61,14
1774586606.043460,64,Birch_37,232.55,229.52,14
1774586606.043460,2,Birch_4,525.97,132.05,14
1774586606.043460,36,Birch_5,593.70,130.32,14
1774586606.043460,72,Car_58,232.25,235.40,14
1774586606.043460,5,Car_59,115.93,227.47,14
1774586606.043460,58,Tree_10,320.00,139.29,14
1774586606.043460,71,Tree_28,604.92,183.45,14
1774586606.043460,74,Tree_884,131.81,204.91,14
1774586606.043460,75,Tree_9,577.72,175.01,14
1774586606.043460,76,InstancedFoliageActor_0,239.70,122.09,14
1774586606.043460,77,Small_House_31,202.21,232.73,14
1774586606.043460,78,Medium_House_Prefab_49874,112.13,219.44,14
1774586606.213928,53,Birch_35,248.11,229.69,9
1774586606.213928,39,Birch_36,241.09,229.61,9
1774586606.213928,64,Birch_37,232.55,229.52,9
1774586606.213928,2,Birch_4,525.97,132.05,9
1774586606.213928,36,Birch_5,593.70,130.32,9
1774586606.213928,72,Car_58,232.25,235.40,9
1774586606.213928,5,Car_59,115.93,227.47,9
1774586606.213928,74,Tree_884,131.81,204.91,9
1774586606.213928,77,Small_House_31,202.21,232.73,9
1774586606.392407,53,Birch_35,248.11,229.69,11
1774586606.392407,39,Birch_36,241.09,229.61,11
1774586606.392407,2,Birch_4,525.97,132.05,11
1774586606.392407,36,Birch_5,593.70,130.32,11
1774586606.392407,77,Car_33,167.15,238.33,11
1774586606.392407,72,Car_58,232.25,235.40,11
1774586606.392407,5,Car_59,115.93,227.47,11
1774586606.392407,74,Tree_884,131.81,204.91,11
1774586606.393415,64,Small_House_31,202.21,232.73,11
1774586606.393415,79,Small_House_7,283.23,229.90,11
1774586606.393415,80,Tree_10,320.00,139.29,11
1774586606.565686,53,Birch_35,248.11,229.69,12
1774586606.565686,39,Birch_36,241.09,229.61,12
1774586606.565686,72,Birch_37,232.55,229.52,12
1774586606.565686,2,Birch_4,525.97,132.05,12
1774586606.565686,36,Birch_5,593.70,130.32,12
1774586606.565686,77,Car_33,167.15,238.33,12
1774586606.565686,64,Car_58,232.25,235.40,12
1774586606.565686,5,Car_59,115.93,227.47,12
1774586606.565686,80,Tree_10,320.00,139.29,12
1774586606.565686,74,Small_House_31,202.21,232.73,12
1774586606.565686,81,InstancedFoliageActor_0,239.70,122.09,12
1774586606.565686,82,Medium_House_Prefab_49874,112.13,219.44,12
1774586606.736404,39,Birch_36,241.09,229.61,13
1774586606.736404,72,Birch_37,232.55,229.52,13
1774586606.736404,2,Birch_4,525.97,132.05,13
1774586606.736404,36,Birch_5,593.70,130.32,13
1774586606.736404,53,Birch_566,253.44,231.08,13
1774586606.736404,64,Car_58,232.25,235.40,13
1774586606.737411,5,Car_59,115.93,227.47,13
1774586606.737411,80,Tree_10,320.00,139.29,13
1774586606.737411,82,Tree_884,131.81,204.91,13
1774586606.737411,81,InstancedFoliageActor_0,239.70,122.09,13
1774586606.737411,74,Small_House_31,202.21,232.73,13
1774586606.737411,77,Medium_House_Prefab_49874,112.13,219.44,13
1774586606.737411,83,Small_House_7,283.23,229.90,13
1774586606.923391,53,Birch_35,248.11,229.69,12
1774586606.923391,39,Birch_36,241.09,229.61,12
1774586606.923391,72,Birch_37,232.55,229.52,12
1774586606.923391,2,Birch_4,525.97,132.05,12
1774586606.923391,36,Birch_5,593.70,130.32,12
1774586606.923391,64,Car_58,232.25,235.40,12
1774586606.923391,5,Car_59,115.93,227.47,12
1774586606.923391,80,Tree_10,320.00,139.29,12
1774586606.923391,82,Tree_884,131.81,204.91,12
1774586606.923391,81,InstancedFoliageActor_0,239.70,122.09,12
1774586606.923391,74,Small_House_31,202.21,232.73,12
1774586606.924903,77,Medium_House_Prefab_49874,112.13,219.44,12
1774586607.092146,2,Birch_4,525.97,132.05,8
1774586607.092146,36,Birch_5,593.70,130.32,8
1774586607.092146,74,Car_33,167.15,238.33,8
1774586607.092146,64,Car_58,232.25,235.40,8
1774586607.092146,5,Car_59,115.93,227.47,8
1774586607.092146,72,Small_House_31,202.21,232.73,8
1774586607.092146,77,Medium_House_Prefab_49874,112.13,219.44,8
1774586607.092146,84,Tree_28,604.92,183.45,8
1774586607.278342,64,Birch_35,248.11,229.69,10
1774586607.278342,72,Birch_37,232.55,229.52,10
1774586607.278342,2,Birch_4,525.97,132.05,10
1774586607.279343,36,Birch_5,593.70,130.32,10
1774586607.279343,74,Birch_566,253.44,231.08,10
1774586607.279343,5,Car_59,115.93,227.47,10
1774586607.279343,77,Medium_House_Prefab_49874,112.13,219.44,10
1774586607.279343,85,Small_House_31,202.21,232.73,10
1774586607.279343,86,Car_58,232.25,235.40,10
1774586607.279343,87,InstancedFoliageActor_0,239.70,122.09,10
1774586607.455395,64,Birch_35,248.11,229.69,12
1774586607.455395,72,Birch_36,241.09,229.61,12
1774586607.455395,86,Birch_37,232.55,229.52,12
1774586607.455395,2,Birch_4,525.97,132.05,12
1774586607.455395,36,Birch_5,593.70,130.32,12
1774586607.455395,74,Birch_566,253.44,231.08,12
1774586607.455395,85,Car_33,167.15,238.33,12
1774586607.455395,5,Car_59,115.93,227.47,12
1774586607.455395,87,Tree_10,320.00,139.29,12
1774586607.455395,88,Tree_9,577.72,175.01,12
1774586607.455395,89,Small_House_31,202.21,232.73,12
1774586607.455395,90,Car_58,232.25,235.40,12
1774586607.639749,64,Birch_35,248.11,229.69,12
1774586607.639749,72,Birch_36,241.09,229.61,12
1774586607.639749,86,Birch_37,232.55,229.52,12
1774586607.639749,2,Birch_4,525.97,132.05,12
1774586607.639749,36,Birch_5,593.70,130.32,12
1774586607.639749,90,Car_58,232.25,235.40,12
1774586607.639749,5,Car_59,115.93,227.47,12
1774586607.639749,87,Tree_10,320.00,139.29,12
1774586607.639749,88,Tree_28,604.92,183.45,12
1774586607.639749,85,Tree_884,131.81,204.91,12
1774586607.639749,89,Small_House_31,202.21,232.73,12
1774586607.639749,91,Medium_House_Prefab_49874,112.13,219.44,12
1774586607.806727,64,Birch_35,248.11,229.69,10
1774586607.806727,72,Birch_36,241.09,229.61,10
1774586607.806727,2,Birch_4,525.97,132.05,10
1774586607.806727,36,Birch_5,593.70,130.32,10
1774586607.806727,86,Birch_566,253.44,231.08,10
1774586607.806727,90,Car_58,232.25,235.40,10
1774586607.806727,5,Car_59,115.93,227.47,10
1774586607.806727,87,Tree_10,320.00,139.29,10
1774586607.806727,85,Tree_884,131.81,204.91,10
1774586607.806727,89,Small_House_31,202.21,232.73,10
1774586607.972210,72,Birch_36,241.09,229.61,11
1774586607.972210,90,Birch_37,232.55,229.52,11
1774586607.972210,2,Birch_4,525.97,132.05,11
1774586607.972210,36,Birch_5,593.70,130.32,11
1774586607.972210,89,Car_33,167.15,238.33,11
1774586607.972210,64,Car_58,232.25,235.40,11
1774586607.972210,5,Car_59,115.93,227.47,11
1774586607.972210,87,Tree_10,320.00,139.29,11
1774586607.972210,85,Tree_884,131.81,204.91,11
1774586607.972210,86,Small_House_31,202.21,232.73,11
1774586607.972210,92,Medium_House_Prefab_49874,112.13,219.44,11
1774586608.133257,72,Birch_35,248.11,229.69,12
1774586608.133257,90,Birch_36,241.09,229.61,12
1774586608.133257,64,Birch_37,232.55,229.52,12
1774586608.133257,2,Birch_4,525.97,132.05,12
1774586608.133257,36,Birch_5,593.70,130.32,12
1774586608.133257,86,Car_58,232.25,235.40,12
1774586608.133257,5,Car_59,115.93,227.47,12
1774586608.133257,87,Tree_10,320.00,139.29,12
1774586608.133257,89,Small_House_31,202.21,232.73,12
1774586608.133257,92,Medium_House_Prefab_49874,112.13,219.44,12
1774586608.133257,93,Tree_28,604.92,183.45,12
1774586608.133257,94,Tree_9,577.72,175.01,12
1774586608.300425,72,Birch_35,248.11,229.69,11
1774586608.300425,90,Birch_36,241.09,229.61,11
1774586608.300425,64,Birch_37,232.55,229.52,11
1774586608.300425,2,Birch_4,525.97,132.05,11
1774586608.300425,36,Birch_5,593.70,130.32,11
1774586608.300425,89,Car_33,167.15,238.33,11
1774586608.300425,86,Car_58,232.25,235.40,11
1774586608.300425,5,Car_59,115.93,227.47,11
1774586608.300425,87,Tree_10,320.00,139.29,11
1774586608.300425,92,Tree_884,131.81,204.91,11
1774586608.300425,95,Small_House_31,202.21,232.73,11
1774586608.464767,90,Birch_36,241.09,229.61,11
1774586608.464767,2,Birch_4,525.97,132.05,11
1774586608.464767,36,Birch_5,593.70,130.32,11
1774586608.464767,86,Car_58,232.25,235.40,11
1774586608.464767,5,Car_59,115.93,227.47,11
1774586608.464767,87,Tree_10,320.00,139.29,11
1774586608.464767,92,Tree_884,131.81,204.91,11
1774586608.464767,95,Small_House_31,202.21,232.73,11
1774586608.464767,89,Medium_House_Prefab_49874,112.13,219.44,11
1774586608.464767,96,InstancedFoliageActor_0,239.70,122.09,11
1774586608.464767,97,Tree_28,604.92,183.45,11
1774586608.635080,90,Birch_36,241.09,229.61,11
1774586608.635080,86,Birch_37,232.55,229.52,11
1774586608.635080,2,Birch_4,525.97,132.05,11
1774586608.635080,36,Birch_5,593.70,130.32,11
1774586608.635080,95,Car_58,232.25,235.40,11
1774586608.635080,5,Car_59,115.93,227.47,11
1774586608.635080,87,Tree_10,320.00,139.29,11
1774586608.635080,97,Tree_28,604.92,183.45,11
1774586608.635080,92,Tree_884,131.81,204.91,11
1774586608.635080,96,InstancedFoliageActor_0,239.70,122.09,11
1774586608.635080,98,Small_House_31,202.21,232.73,11
1774586608.800143,90,Birch_35,248.11,229.69,12
1774586608.800143,86,Birch_36,241.09,229.61,12
1774586608.800143,2,Birch_4,525.97,132.05,12
1774586608.800143,36,Birch_5,593.70,130.32,12
1774586608.800143,98,Car_33,167.15,238.33,12
1774586608.800143,95,Car_58,232.25,235.40,12
1774586608.800143,5,Car_59,115.93,227.47,12
1774586608.800143,92,Tree_884,131.81,204.91,12
1774586608.800143,97,Tree_9,577.72,175.01,12
1774586608.800143,96,InstancedFoliageActor_0,239.70,122.09,12
1774586608.800143,99,Small_House_31,202.21,232.73,12
1774586608.800143,100,Medium_House_Prefab_49874,112.13,219.44,12
1774586608.984764,95,Birch_37,232.55,229.52,10
1774586608.984764,2,Birch_4,525.97,132.05,10
1774586608.984764,36,Birch_5,593.70,130.32,10
1774586608.984764,86,Car_58,232.25,235.40,10
1774586608.984764,5,Car_59,115.93,227.47,10
1774586608.984764,96,Tree_10,320.00,139.29,10
1774586608.984764,97,Tree_26,586.90,156.11,10
1774586608.984764,92,Tree_884,131.81,204.91,10
1774586608.984764,99,Small_House_31,202.21,232.73,10
1774586608.984764,100,Medium_House_Prefab_49874,112.13,219.44,10
1774586609.159874,95,Birch_35,248.11,229.69,8
1774586609.159874,86,Birch_36,241.09,229.61,8
1774586609.159874,2,Birch_4,525.97,132.05,8
1774586609.159874,99,Car_58,232.25,235.40,8
1774586609.159874,5,Car_59,115.93,227.47,8
1774586609.159874,96,Tree_10,320.00,139.29,8
1774586609.159874,92,Tree_884,131.81,204.91,8
1774586609.159874,101,Small_House_31,202.21,232.73,8
1774586609.325070,86,Birch_36,241.09,229.61,9
1774586609.325070,2,Birch_4,525.97,132.05,9
1774586609.325070,99,Car_58,232.25,235.40,9
1774586609.325070,5,Car_59,115.93,227.47,9
1774586609.325070,96,Tree_10,320.00,139.29,9
1774586609.325070,101,Small_House_31,202.21,232.73,9
1774586609.325070,92,Medium_House_Prefab_49874,112.13,219.44,9
1774586609.325070,102,Birch_5,593.70,130.32,9
1774586609.325070,103,Tree_9,577.72,175.01,9
1774586609.512354,86,Birch_36,241.09,229.61,10
1774586609.512354,2,Birch_4,525.97,132.05,10
1774586609.512354,102,Birch_5,593.70,130.32,10
1774586609.512354,99,Birch_566,253.44,231.08,10
1774586609.512354,101,Car_58,232.25,235.40,10
1774586609.512354,5,Car_59,115.93,227.47,10
1774586609.512354,96,Tree_10,320.00,139.29,10
1774586609.512354,103,Tree_28,604.92,183.45,10
1774586609.512354,104,InstancedFoliageActor_0,239.70,122.09,10
1774586609.512354,105,Small_House_31,202.21,232.73,10
1774586609.692304,101,Birch_37,232.55,229.52,12
1774586609.692304,2,Birch_4,525.97,132.05,12
1774586609.692304,102,Birch_5,593.70,130.32,12
1774586609.692304,99,Birch_566,253.44,231.08,12
1774586609.692304,86,Car_58,232.25,235.40,12
1774586609.692304,5,Car_59,115.93,227.47,12
1774586609.692304,96,Tree_10,320.00,139.29,12
1774586609.692304,103,Tree_28,604.92,183.45,12
1774586609.692304,104,InstancedFoliageActor_0,239.70,122.09,12
1774586609.692304,105,Small_House_31,202.21,232.73,12
1774586609.692304,106,Small_House_7,283.23,229.90,12
1774586609.692304,107,Medium_House_Prefab_49874,112.13,219.44,12
1774586609.861668,101,Birch_36,241.09,229.61,13
1774586609.861668,86,Birch_37,232.55,229.52,13
1774586609.861668,2,Birch_4,525.97,132.05,13
1774586609.861668,102,Birch_5,593.70,130.32,13
1774586609.861668,99,Birch_566,253.44,231.08,13
1774586609.861668,105,Car_33,167.15,238.33,13
1774586609.861668,106,Car_58,232.25,235.40,13
1774586609.861668,5,Car_59,115.93,227.47,13
1774586609.861668,96,Tree_10,320.00,139.29,13
1774586609.861668,103,Tree_26,586.90,156.11,13
1774586609.861668,108,Tree_9,577.72,175.01,13
1774586609.861668,109,Small_House_31,202.21,232.73,13
1774586609.861668,110,Small_House_7,283.23,229.90,13
1774586610.040461,99,Birch_35,248.11,229.69,10
1774586610.040461,101,Birch_36,241.09,229.61,10
1774586610.040461,86,Birch_37,232.55,229.52,10
1774586610.040461,2,Birch_4,525.97,132.05,10
1774586610.040461,102,Birch_5,593.70,130.32,10
1774586610.040461,106,Car_58,232.25,235.40,10
1774586610.040461,5,Car_59,115.93,227.47,10
1774586610.040461,105,Tree_884,131.81,204.91,10
1774586610.040461,108,Tree_9,577.72,175.01,10
1774586610.040461,109,Small_House_31,202.21,232.73,10
1774586610.213487,101,Birch_36,241.09,229.61,10
1774586610.213487,2,Birch_4,525.97,132.05,10
1774586610.213487,102,Birch_5,593.70,130.32,10
1774586610.213487,106,Car_58,232.25,235.40,10
1774586610.213487,5,Car_59,115.93,227.47,10
1774586610.213487,105,Tree_884,131.81,204.91,10
1774586610.213487,108,Tree_9,577.72,175.01,10
1774586610.213487,109,Small_House_31,202.21,232.73,10
1774586610.213487,111,InstancedFoliageActor_0,239.70,122.09,10
1774586610.213487,112,Tree_10,320.00,139.29,10
1774586610.393492,101,Birch_36,241.09,229.61,12
1774586610.393492,2,Birch_4,525.97,132.05,12
1774586610.393492,102,Birch_5,593.70,130.32,12
1774586610.393492,106,Birch_566,253.44,231.08,12
1774586610.393492,109,Car_58,232.25,235.40,12
1774586610.393492,5,Car_59,115.93,227.47,12
1774586610.393492,112,Tree_10,320.00,139.29,12
1774586610.393492,105,Tree_884,131.81,204.91,12
1774586610.393492,108,Tree_9,577.72,175.01,12
1774586610.393492,113,Small_House_31,202.21,232.73,12
1774586610.393492,114,Small_House_7,283.23,229.90,12
1774586610.393492,115,Medium_House_Prefab_49874,112.13,219.44,12
1774586610.572930,101,Birch_36,241.09,229.61,12
1774586610.572930,109,Birch_37,232.55,229.52,12
1774586610.572930,2,Birch_4,525.97,132.05,12
1774586610.572930,102,Birch_5,593.70,130.32,12
1774586610.572930,106,Birch_566,253.44,231.08,12
1774586610.572930,113,Car_33,167.15,238.33,12
1774586610.572930,114,Car_58,232.25,235.40,12
1774586610.572930,5,Car_59,115.93,227.47,12
1774586610.572930,112,Tree_10,320.00,139.29,12
1774586610.572930,105,Tree_884,131.81,204.91,12
1774586610.572930,108,Tree_9,577.72,175.01,12
1774586610.572930,116,Small_House_31,202.21,232.73,12
1774586610.762395,101,Birch_36,241.09,229.61,11
1774586610.762395,109,Birch_37,232.55,229.52,11
1774586610.762395,2,Birch_4,525.97,132.05,11
1774586610.762395,102,Birch_5,593.70,130.32,11
1774586610.762395,113,Car_33,167.15,238.33,11
1774586610.762395,114,Car_58,232.25,235.40,11
1774586610.762395,5,Car_59,115.93,227.47,11
1774586610.762395,112,Tree_10,320.00,139.29,11
1774586610.762395,108,Tree_9,577.72,175.01,11
1774586610.762395,116,Small_House_31,202.21,232.73,11
1774586610.762395,105,Medium_House_Prefab_49874,112.13,219.44,11
1774586610.940106,101,Birch_36,241.09,229.61,11
1774586610.940106,109,Birch_37,232.55,229.52,11
1774586610.940106,2,Birch_4,525.97,132.05,11
1774586610.940106,102,Birch_5,593.70,130.32,11
1774586610.940106,114,Car_58,232.25,235.40,11
1774586610.940106,5,Car_59,115.93,227.47,11
1774586610.940106,108,Tree_26,586.90,156.11,11
1774586610.940106,105,Tree_884,131.81,204.91,11
1774586610.940106,116,Small_House_31,202.21,232.73,11
1774586610.940106,113,Medium_House_Prefab_49874,112.13,219.44,11
1774586610.940106,117,Small_House_7,283.23,229.90,11
1774586611.128723,101,Birch_36,241.09,229.61,10
1774586611.128723,109,Birch_37,232.55,229.52,10
1774586611.128723,2,Birch_4,525.97,132.05,10
1774586611.128723,102,Birch_5,593.70,130.32,10
1774586611.128723,116,Car_33,167.15,238.33,10
1774586611.128723,114,Car_58,232.25,235.40,10
1774586611.128723,5,Car_59,115.93,227.47,10
1774586611.128723,105,Tree_884,131.81,204.91,10
1774586611.128723,117,Small_House_31,202.21,232.73,10
1774586611.128723,118,Tree_10,320.00,139.29,10
1774586611.309284,101,Birch_35,248.11,229.69,13
1774586611.309284,109,Birch_36,241.09,229.61,13
1774586611.309284,114,Birch_37,232.55,229.52,13
1774586611.309284,2,Birch_4,525.97,132.05,13
1774586611.309284,102,Birch_5,593.70,130.32,13
1774586611.309284,116,Car_33,167.15,238.33,13
1774586611.309284,117,Car_58,232.25,235.40,13
1774586611.309284,5,Car_59,115.93,227.47,13
1774586611.309284,118,Tree_10,320.00,139.29,13
1774586611.309284,105,Tree_884,131.81,204.91,13
1774586611.309284,119,Tree_9,577.72,175.01,13
1774586611.309284,120,Small_House_31,202.21,232.73,13
1774586611.309284,121,Medium_House_Prefab_49874,112.13,219.44,13
1774586611.502100,101,Birch_35,248.11,229.69,13
1774586611.502100,109,Birch_36,241.09,229.61,13
1774586611.502100,114,Birch_37,232.55,229.52,13
1774586611.502100,2,Birch_4,525.97,132.05,13
1774586611.502100,102,Birch_5,593.70,130.32,13
1774586611.502100,117,Birch_566,253.44,231.08,13
1774586611.502100,116,Car_33,167.15,238.33,13
1774586611.502100,120,Car_58,232.25,235.40,13
1774586611.502100,5,Car_59,115.93,227.47,13
1774586611.502100,118,Tree_10,320.00,139.29,13
1774586611.502100,105,Tree_884,131.81,204.91,13
1774586611.502100,122,Small_House_31,202.21,232.73,13
1774586611.502100,123,Small_House_7,283.23,229.90,13
1774586611.677277,114,Birch_37,232.55,229.52,9
1774586611.677277,2,Birch_4,525.97,132.05,9
1774586611.677277,102,Birch_5,593.70,130.32,9
1774586611.677277,117,Birch_566,253.44,231.08,9
1774586611.677277,120,Car_58,232.25,235.40,9
1774586611.677277,5,Car_59,115.93,227.47,9
1774586611.677277,118,Tree_10,320.00,139.29,9
1774586611.677277,122,Small_House_31,202.21,232.73,9
1774586611.677277,124,Tree_9,577.72,175.01,9
1774586611.853706,117,Birch_35,248.11,229.69,15
1774586611.853706,114,Birch_36,241.09,229.61,15
1774586611.853706,120,Birch_37,232.55,229.52,15
